Name of Survey,Title,Doses,Subject,Text,Input type,Input type 2,Minimum,Maximum,Media,Items,ImageFramed,Timeout,ShowButtons,Answer,Notes or questions,Variable name,Conditions,Input Name (if you want to save it),CanBeFavorited
Interpretation Bias Measures,The Elevator,1,Dose,You are in the lobby of your friend’s new apartment building.  You press the button to the elevator to go up. The building looks old. As you get on the elevator you think about its...,Puzzle,,,,,safety,,,,,,,,IBM_elevator_puzzle,
Interpretation Bias Measures,The Elevator,1,Dose,Did you think about the elevator’s safety?,Buttons,,,,,Yes; No,,,,Yes,,,,IBM_elevator,
Interpretation Bias Measures,The Wedding Reception,1,Dose,"Your friend asks you to give a speech at her wedding reception. You prepare some remarks and when the time comes, get to your feet. As you speak, you notice some people in the audience start to...",Puzzle,,,,,laugh,,,,,,,,IBM_wedding_puzzle,
Interpretation Bias Measures,The Wedding Reception,1,Dose,Does the audience laugh when you speak?,Buttons,,,,,Yes; No,,,,Yes,,,,IBM_wedding,
Interpretation Bias Measures,The Job,1,Dose,"You are currently working as a contractor for a company. Once this job is finished, you will be without employment until you can find your next job. You think about not having an income for a few weeks and about your future...",Puzzle,,,,,finances,,,,,,,,IBM_job_puzzle,
Interpretation Bias Measures,The Job,1,Dose,Will you be without an income soon?,Buttons,,,,,Yes; No,,,,Yes,,,,IBM_job,
Interpretation Bias Measures,The Loud Noise,1,Dose,You are woken up in the middle of the night by a loud noise. You are not sure what caused the noise and leave your bedroom to see what happened. You walk...,Puzzle,,,,,downstairs,,,,,,,,IBM_noise_puzzle,
Interpretation Bias Measures,The Loud Noise,1,Dose,Have you been woken up in the middle of the night?,Buttons,,,,,Yes; No,,,,Yes,,,,IBM_noise,
Interpretation Bias Measures,Meeting a Friend,1,Dose,"In the street you bump into an old friend you haven't seen for a long time. She is too busy to stop, so you arrange to meet later in a bar. You arrive a little late but the bar is empty and a few minutes later she is still not...",Puzzle,,,,,there,,,,,,,,IBM_friend_puzzle,
Interpretation Bias Measures,Meeting a Friend,1,Dose,Did your friend stop?,Buttons,,,,,Yes; No,,,,No,,,,IBM_friend,
Interpretation Bias Measures,The Lunch,1,Dose,"You are eating lunch with a friend. As you start eating your salad, you describe your plans for the weekend. You accidentally drop a piece of lettuce, and your friend looks at...",Puzzle,,,,,you,,,,,,,,IBM_lunch_puzzle,
Interpretation Bias Measures,The Lunch,1,Dose,Do you have salad for lunch?,Buttons,,,,,Yes; No,,,,Yes,,,,IBM_lunch,
Interpretation Bias Measures,The Scrape,1,Dose,"You are playing basketball with some friends. While running toward the ball, you trip and scrape your knee. The scrape hurts a bit, but does not...",Puzzle,,,,,bleed,,,,,,,,IBM_scrape_puzzle,
Interpretation Bias Measures,The Scrape,1,Dose,Are you playing soccer with your friend?,Buttons,,,,,Yes; No,,,,No,,,,IBM_scrape,
Interpretation Bias Measures,The Shopping Trip,1,Dose,"You are at the mall with your friend. While you shop, she tells you how several of her friends have recently come down with a strange illness. You think about your recent health, and wonder if you will get...",Puzzle,,,,,sick,,,,,,,,IBM_shopping_puzzle,
Interpretation Bias Measures,The Shopping Trip,1,Dose,Are you shopping alone?,Buttons,,,,,Yes; No,,,,No,,,,IBM_shopping,
Interpretation Bias Measures,The Blood Test,1,Dose,"You are at a routine doctor's appointment. At the appointment, the doctor decides to run a few blood tests to check your health. The doctor says he will call you in a few weeks, and you will find out your test results at that...",Puzzle,,,,,time,,,,,,,,IBM_blood_puzzle,
Interpretation Bias Measures,The Blood Test,1,Dose,Did you take blood tests?,Buttons,,,,,Yes; No,,,,Yes,,,,IBM_blood,
Interpretation Bias Measures,Some questions,1,Dose,"Next, you will see the titles of the nine short stories you just read. After each one, you will see four sentences. None of these sentences are identical to the original story, but some are more similar than others.\n\nThink back to the story you read, and rate how similar each sentence is to what you read in the original story. We are interested in your understanding of the original story, whether or not that matches what you would personally think or do in that situation.",,,,,,,,,,,,,,,
Interpretation Bias Measures,The Elevator,1,Dose,"THE ELEVATOR: The building looks old, and as you get on the elevator...\n\nYou think that the elevator will probably break down while you are on it.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_elevator_interpretation_1,
Interpretation Bias Measures,The Elevator,1,Dose,"THE ELEVATOR: The building looks old, and as you get on the elevator...\n\nYou think that you are going to like your friend’s new apartment.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_elevator_interpretation_2,
Interpretation Bias Measures,The Elevator,1,Dose,"THE ELEVATOR: The building looks old, and as you get on the elevator...\n\nYou think about how smelly the lobby is.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_elevator_interpretation_3,
Interpretation Bias Measures,The Elevator,1,Dose,"THE ELEVATOR: The building looks old, and as you get on the elevator...\n\nYou think that riding the elevator will be safe.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_elevator_interpretation_4,
Interpretation Bias Measures,The Wedding Reception,1,Dose,THE WEDDING RECEPTION: As you enter the room...\n\nPeople in the audience laugh in appreciation.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_wedding_interpretation_1,
Interpretation Bias Measures,The Wedding Reception,1,Dose,THE WEDDING RECEPTION: As you enter the room...\n\nYou notice a friend you were hoping to see walk into the reception.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_wedding_interpretation_2,
Interpretation Bias Measures,The Wedding Reception,1,Dose,THE WEDDING RECEPTION: As you enter the room...\n\nPeople in the audience find your efforts laughable.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_wedding_interpretation_3,
Interpretation Bias Measures,The Wedding Reception,1,Dose,THE WEDDING RECEPTION: As you enter the room...\n\nYou notice someone you do not like just walked into the reception.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_wedding_interpretation_4,
Interpretation Bias Measures,The Job,1,Dose,THE JOB: You think about not having an income for a few weeks...\n\nAnd know that you can rely on your savings.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_job_interpretation_1,
Interpretation Bias Measures,The Job,1,Dose,THE JOB: You think about not having an income for a few weeks...\n\nAnd are excited about not having to set an alarm.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_job_interpretation_2,
Interpretation Bias Measures,The Job,1,Dose,THE JOB: You think about not having an income for a few weeks...\n\nAnd worry about becoming broke.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_job_interpretation_3,
Interpretation Bias Measures,The Job,1,Dose,THE JOB: You think about not having an income for a few weeks...\n\nAnd are sad about leaving your current coworkers.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_job_interpretation_4,
Interpretation Bias Measures,The Loud Noise,1,Dose,"THE LOUD NOISE: As you walk downstairs...\n\nYou feel happy, and think about how lovely your house is.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_loud_interpretation_1,
Interpretation Bias Measures,The Loud Noise,1,Dose,"THE LOUD NOISE: As you walk downstairs...\n\nYou feel afraid, and worry that you cannot handle the fear.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_loud_interpretation_2,
Interpretation Bias Measures,The Loud Noise,1,Dose,"THE LOUD NOISE: As you walk downstairs...\n\nYou feel afraid, but you know that you can tolerate the feeling.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_loud_interpretation_3,
Interpretation Bias Measures,The Loud Noise,1,Dose,"THE LOUD NOISE: As you walk downstairs...\n\nYou feel cold, and think about how the house needs better heating.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_loud_interpretation_4,
Interpretation Bias Measures,Meeting a Friend,1,Dose,"MEETING A FRIEND: You arrive a little late, and...\n\nOrder your favorite snack.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_friend_interpretation_1,
Interpretation Bias Measures,Meeting a Friend,1,Dose,"MEETING A FRIEND: You arrive a little late, and...\n\nNotice the bar smells gross.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_friend_interpretation_2,
Interpretation Bias Measures,Meeting a Friend,1,Dose,"MEETING A FRIEND: You arrive a little late, and...\n\nGet a call from your friend who is on her way, but running late.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_friend_interpretation_3,
Interpretation Bias Measures,Meeting a Friend,1,Dose,"MEETING A FRIEND: You arrive a little late, and...\n\nThink your friend decided she did not want to see you.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_friend_interpretation_4,
Interpretation Bias Measures,The Lunch,1,Dose,THE LUNCH: Your friend looks at you...\n\nBecause she thinks you are a slob.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_lunch_interpretation_1,
Interpretation Bias Measures,The Lunch,1,Dose,THE LUNCH: Your friend looks at you...\n\nAnd you frown because you forgot to bring water to lunch.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_lunch_interpretation_2,
Interpretation Bias Measures,The Lunch,1,Dose,THE LUNCH: Your friend looks at you...\n\nBecause she is paying attention as you describe your weekend plans.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_lunch_interpretation_3,
Interpretation Bias Measures,The Lunch,1,Dose,THE LUNCH: Your friend looks at you...\n\nAnd you smile because your lunch tastes good.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_lunch_interpretation_4,
Interpretation Bias Measures,The Scrape,1,Dose,THE SCRAPE: The scrape hurts a bit...\n\nAnd you think it will probably get seriously infected.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_scrape_interpretation_1,
Interpretation Bias Measures,The Scrape,1,Dose,THE SCRAPE: The scrape hurts a bit...\n\nAnd you are frustrated because you tore your shorts.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_scrape_interpretation_2,
Interpretation Bias Measures,The Scrape,1,Dose,THE SCRAPE: The scrape hurts a bit...\n\nBut you know you will be okay.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_scrape_interpretation_3,
Interpretation Bias Measures,The Scrape,1,Dose,THE SCRAPE: The scrape hurts a bit...\n\nBut you are happy that you are getting exercise.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_scrape_interpretation_4,
Interpretation Bias Measures,The Shopping Trip,1,Dose,THE SHOPPING TRIP: You think about your recent health...\n\nAnd think you are probably coming down with the strange illness.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_shopping_interpretation_1,
Interpretation Bias Measures,The Shopping Trip,1,Dose,THE SHOPPING TRIP: You think about your recent health...\n\nAnd think you are unlikely to catch the strange illness.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_shopping_interpretation_2,
Interpretation Bias Measures,The Shopping Trip,1,Dose,THE SHOPPING TRIP: You think about your recent health...\n\nAnd smile because you enjoy shopping.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_shopping_interpretation_3,
Interpretation Bias Measures,The Shopping Trip,1,Dose,THE SHOPPING TRIP: You think about your recent health...\n\nAnd feel bored of shopping.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_shopping_interpretation_4,
Interpretation Bias Measures,The Blood Test,1,Dose,THE BLOOD TEST: The doctor says he will call you in a few weeks...\n\nAnd you think about how nice your doctor is.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_blood_interpretation_1,
Interpretation Bias Measures,The Blood Test,1,Dose,THE BLOOD TEST: The doctor says he will call you in a few weeks...\n\nAnd you are annoyed because your doctor is not very friendly.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_blood_interpretation_2,
Interpretation Bias Measures,The Blood Test,1,Dose,THE BLOOD TEST: The doctor says he will call you in a few weeks...\n\nAnd you think that you will not be able to stand your anxiety while you wait.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_blood_interpretation_3,
Interpretation Bias Measures,The Blood Test,1,Dose,THE BLOOD TEST: The doctor says he will call you in a few weeks..\n\nAnd you know that you can handle your anxiety while you wait.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_blood_interpretation_4,
Anxiety Scale,Anxiety Scale,1,Dose,"In the past week, how often have you felt anxious?",Buttons,,,,,No anxiety in the past week; Infrequent anxiety. Felt anxious a few times.; Occasional anxiety. Felt anxious as much of the time as not. It was hard to relax.; Frequent anxiety. Felt anxious most of the time. It was very difficult to relax.; Constant anxiety. Felt anxious all of the time and never really relaxed.; ^Prefer not to answer,,,,,,,,OASIS_frequency_anxious,
Anxiety Scale,Anxiety Scale,1,Dose,"In the past week, when you have felt anxious, how intense or severe was your anxiety?",Buttons,,,,,"Little or None: Anxiety was absent or barely noticeable.; Mild: Anxiety was at a low level. It was possible to relax when I tried. Physical symptoms were only slightly uncomfortable.; Moderate: Anxiety was distressing at times. It was hard to relax or concentrate, but I could do it if I tried. Physical symptoms were uncomfortable.; Severe: Anxiety was intense much of the time. It was very difficult to relax or focus on anything else. Physical symptoms were uncomfortable.; Extreme: Anxiety was overwhelming. It was impossible to relax at all. Physical symptoms were unbearable.; ^Prefer not to answer",,,,,,,,OASIS_intensity_anxiety,
Anxiety Scale,Anxiety Scale,1,Dose,"In the past week, how often did you avoid situations, places, objects, or activities because of anxiety or fear?",Buttons,,,,,"None: I do not avoid places, situations, activities, or things because of fear.; Infrequent: I avoid something once in a while, but will usually face the situation or confront the object. My lifestyle is not affected.; Occasional: I have some fear of certain situations, places, or objects, but it is still manageable. My lifestyle has only changed in minor ways. I always or almost always avoid the things I fear when I'm alone, but can handle them if someone comes with me.; Frequent: I have considerable fear and really try to avoid the things that frighten me. I have made significant changes in my lifestyle to avoid the object, situation, activity, or place.; All the time: Avoiding objects, situations, or places has taken over my life. My lifestyle has been extensively affected and I no longer do the things that I used to enjoy.; ^Prefer not to answer",,,,,,,,OASIS_avoid,
Anxiety Scale,Anxiety Scale,1,Dose,"In the past week, how much did your anxiety interfere with your ability to do the things you needed to do at work, at school, or at home?",Buttons,,,,,"None: No interference at work/home/school from anxiety; Mild: My anxiety has caused some interference at work/home/school. Things are more difficult, but everything that needs to be done is still getting done.; Moderate: My anxiety definitely interferes with tasks. Most things are still getting done, but few things are being done as  well as in the past.; Severe: My anxiety has really changed by ability to get things done. Some tasks are still being done, but many things are  not. My performance has definitely suffered.; Extreme: My anxiety has become incapacitating. I am unable to complete tasks and have had to leave school, have quit or  been fired from my job, or have been unable to complete tasks at home and have faced consequences like bill collectors,  eviction, etc.; ^Prefer not to answer",,,,,,,,OASIS_work,
Anxiety Scale,Anxiety Scale,1,Dose,"In the past week, how much has anxiety interfered with your social life and relationships?",Buttons,,,,,"None: My anxiety doesn’t affect my relationships.; Mild: My anxiety slightly interferes with my relationships. Some of my friendships and other relationships have suffered, but, overall, my social life is still fulfilling.; Moderate: I have experienced some interference with my social life, but I still have a few close relationships. I don’t spend  as much time with others as in the past, but I still socialize sometimes.; Severe: My friendships and other relationships have suffered a lot because of anxiety. I do not enjoy social activities. I socialize very little.; Extreme: My anxiety has completely disrupted my social activities. All of my relationships have suffered or ended. My family life is extremely strained.; ^Prefer not to answer",,,,,,,,OASIS_social,
Sadness Scale,Sadness Scale,1,Dose,"Over the past 2 weeks, how often have you been bothered by any of the following problems:\n\nLittle interest or pleasure in doing things.",Buttons,,,,,Not at all; Several days; More than half the days; Nearly every day; ^Prefer not to answer,,,,,,,,OASIS_little_interest,
Sadness Scale,Sadness Scale,1,Dose,"Over the past 2 weeks, how often have you been bothered by any of the following problems:\n\nFeeling down, depressed, or hopeless.",Buttons,,,,,Not at all; Several days; More than half the days; Nearly every day; ^Prefer not to answer,,,,,,,,OASIS_depressed,
Stress Scale,Stress Scale,1,Dose,"In the last month, how often have you felt that you were unable to control the important things in your life?",Buttons,,,,,Never; Almost Never; Sometimes; Fairly Often; Very Often; ^Prefer not to answer,,,,,,,,PSS-4_control,
Stress Scale,Stress Scale,1,Dose,"In the last month, how often have you felt confident about your ability to handle your personal problems?",Buttons,,,,,Never; Almost Never; Sometimes; Fairly Often; Very Often; ^Prefer not to answer,,,,,,,,PSS-4_confident,
Stress Scale,Stress Scale,1,Dose,"In the last month, how often have you felt that things were going your way?",Buttons,,,,,Never; Almost Never; Sometimes; Fairly Often; Very Often; ^Prefer not to answer,,,,,,,,PSS-4_your_way,
Stress Scale,Stress Scale,1,Dose,"In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?",Buttons,,,,,Never; Almost Never; Sometimes; Fairly Often; Very Often; ^Prefer not to answer,,,,,,,,PSS-4_difficulties,
Your First Session,Your First Session,1,Dose,"Mindtrails is designed to help you change the way you think about common but potentially stressful situations in order to reduce anxiety and stress. When you complete sessions in the app, you will be asked to read brief stories about situations that often produce anxiety and fill in missing letters to complete words, fill in entire words, or come up with new stories that are personally relevant to you. To help familiarize you with the program and help you get the most out of this experience, we would like you complete a few short exercises and watch some brief videos explaining how Mindtrails works. You will also be presented with three example stories so that you can begin to get the hang of the training. Click next to get started!",,,,,,,,,,,,,,,
